,product_name,package_size,suppression_used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-medicaid Amount Reimbursed
1160,ETOMIDATE,72,0,621.0,149.0,79026.27,5924.89,73101.38
1161,ETOPOSIDE,933,0,9966.0,975.0,297612.81,95483.39,202129.41999999998
1162,ETRAVIRINE,38,0,20462.0,235.0,319243.55,308081.20999999996,11162.34
1163,EUCRISA  C,42,0,207730.0,3352.0,2442587.74,2386043.71,56544.03
1164,EUCRISA 20,22,0,80840.0,781.0,800569.62,791140.53,9429.09
1165,EUTHYROX T,630,0,75040.0,1665.0,28860.190000000002,28803.74,56.449999999999996
1166,EVAMIST  E,27,0,153.9,11.0,2557.93,2241.01,316.92
1167,EVENITY  R,9,0,2024.194,901.0,1682729.44,1610229.85,72499.59
1168,EVEROLIMUS,1453,0,130155.0,1332.0,6433811.18,5915046.96,518764.22
1169,EVKEEZA 34,1,0,87.4,14.0,443258.7,443258.7,0.0
1170,EVOTAZ,22,0,6660.0,176.0,353816.64,349339.56,4477.08
1171,EVOXAC CAP,1,0,1451.0,14.0,2866.71,2866.71,0.0
1172,EVRYSDI  R,14,0,90722.0,521.0,13921774.43,13378929.8,542844.63
1173,EX PHENYTO,22,0,9342.0,96.0,2065.63,2065.63,0.0
1174,EXELDERM 1,60,0,1320.0,41.0,20009.09,20009.09,0.0
1175,EXEMESTANE,380,0,125630.0,2345.0,139020.04,138133.90000000002,886.1399999999999
1176,EXFORGE HC,15,0,630.0,18.0,10272.37,10272.37,0.0
1177,EXONDYS 51,34,0,18442.6,389.0,15303808.47,15280925.48,22882.99
1178,EXPAREL,177,0,13077.44,905.0,409921.33999999997,176085.3,233836.04
1179,EXTENDED P,684,0,63530.0,1033.0,95610.17000000001,94213.69,1396.48
1180,EXTRA MOIS,10,0,362.0,14.0,199.57,199.57,0.0
1181,EXTRA STRE,776,0,1142997.0,12499.0,95362.13,95362.13,0.0
1182,EYE DROPS,318,0,18195.0,994.0,15564.369999999999,15564.369999999999,0.0
1183,EYE STREAM,2,0,47.0,46.0,1978.85,1978.85,0.0
1184,EYLEA  AFL,12,0,570.075,10326.0,19569001.61,15852527.610000001,3716474.0
1185,EYSUVIS,249,0,14632.900000000001,1761.0,861987.2999999999,857949.76,4037.54
1186,EZALLORTM,166,0,1844.0,47.0,6637.9,6637.9,0.0
1187,EZETIMIBE,2089,0,2387959.0,43064.0,800440.69,799227.35,1213.3400000000001
1188,EZETIMIBE&,210,0,8890.0,144.0,5882.1,5878.110000000001,3.99
1189,EZETIMIBE/,12,0,4540.0,79.0,3103.31,3103.31,0.0
1190,FABIOR 0.1,70,0,6600.0,73.0,85497.75,82776.83,2720.92
1191,FABRAZYME,4,0,817.998,124.0,1656894.3199999998,1656894.3199999998,0.0
1192,FALMINA 0.,14,0,108760.68,1567.0,34398.990000000005,34371.81,27.18
1193,FAMCICLOVI,170,0,14051.0,300.0,13103.74,12583.529999999999,520.21
1194,FAMCILCOVI,120,0,22954.0,495.0,20049.55,19131.73,917.8199999999999
1195,FAMOTIDINE,4671,0,21621358.151,365706.0,8385613.09,6217844.98,2167768.11
1196,FANAPT 10M,4,0,10458.0,200.0,577163.1000000001,577163.1000000001,0.0
1197,FANAPT 12M,4,0,26405.0,474.0,1460185.5699999998,1446278.78,13906.79
1198,FANAPT 1MG,4,0,8533.0,177.0,240226.2,239291.39,934.81
1199,FANAPT 2MG,4,0,11850.0,216.0,336831.29000000004,328523.77,8307.52
1200,FANAPT 4MG,4,0,17217.0,322.0,483060.54000000004,483060.54000000004,0.0
1201,FANAPT 6MG,4,0,35197.0,601.0,1216538.6,1216538.6,0.0
1202,FANAPT 8MG,4,0,21984.0,385.0,760008.6699999999,757547.77,2460.9
1203,FARXIGA 10,120,0,1953291.0,40759.0,35658741.050000004,35201043.59,457697.45999999996
1204,FARXIGA 5M,120,0,704380.0,15063.0,12863850.3,12723113.180000002,140737.12
1205,FASENRA IN,120,0,281.198,285.0,1610722.22,1546541.12,64181.1
1206,FASENRA PE,60,0,478.0,466.0,2577948.5700000003,2463667.96,114280.60999999999
1207,FASLODEX 5,40,0,1459.0,176.0,47883.77,42255.08,5628.6900000000005
1208,FEBUXOSTAT,1078,0,197906.0,3884.0,173343.57,172701.13,642.44
1209,FEIBA 400-,2,0,23500.0,16.0,24485.16,24485.16,0.0
1210,FELBAMATE,829,0,839571.0,2130.0,392912.01,380610.46,12301.55
1211,FELBATOL 4,2,0,6744.0,54.0,88544.87,72703.66,15841.210000000001
1212,FELBATOL 6,2,0,3851.0,28.0,59202.59,54253.86,4948.73
1213,FELCAINIDE,92,0,8926.8,119.0,3458.29,3458.29,0.0
1214,FELODIPINE,17,0,97526.0,1546.0,35599.13,35540.16,58.97
1215,FEMRING,30,0,64.0,64.0,44563.03,44563.03,0.0
1216,FEMYNOR  N,12,0,8949.598,156.0,2181.64,2181.64,0.0
1217,FENOFIBRAT,5440,0,4191927.0,78893.0,2075474.8199999998,2067358.38,8116.439999999999
1218,FENOFIBRIC,1062,0,74981.0,1379.0,47300.729999999996,46826.21000000001,474.52
1219,FENOFIRATE,180,0,10259.0,242.0,3952.46,3927.2200000000003,25.240000000000002
1220,FENOPROFEN,90,0,8640.0,13.0,32195.28,32195.28,0.0
1221,FENSOLVI 4,100,0,34.0,34.0,836462.3400000001,836462.3400000001,0.0
1222,FENTANYL C,1375,0,168932.3,43233.0,5835574.91,261579.38,5573995.53
1223,FENTANYL T,2254,0,38847.0,3695.0,355396.20999999996,352118.16000000003,3278.05
1224,FERAHEME,4,0,12797.597,806.0,963119.53,951399.34,11720.19
1225,FERRIPROX,107,0,65706.0,353.0,8279507.75,8088878.23,190629.52
1226,FERRLECIT,62,0,14887.0,1393.0,62109.58,44524.55,17585.03
1227,FERUMOXYTO,4,0,8647.0,499.0,558754.34,552379.97,6374.37
1228,FESOTERODI,354,0,23842.0,484.0,30919.47,30755.910000000003,163.56
1229,FETROJA  C,20,0,620.0,35.0,132082.26,132082.26,0.0
1230,FETZIMA 12,60,0,6418.0,190.0,99494.21,93993.28,5500.93
1231,FETZIMA 20,60,0,6310.0,165.0,96188.48999999999,93124.1,3064.3900000000003
1232,FETZIMA 40,60,0,10527.0,289.0,162502.71,156220.11,6282.6
1233,FETZIMA 80,60,0,7153.0,206.0,110638.27,104911.70000000001,5726.57
1234,FEVERALL A,18,0,9040.0,695.0,11492.369999999999,11492.369999999999,0.0
1235,FEXOFENAD,2,0,57634.0,1427.0,32790.26,32790.26,0.0
1236,FEXOFENADI,1422,0,1435678.0,26852.0,576678.19,573699.88,2978.31
1237,FIASP FLEX,30,0,23442.1,1130.0,852328.94,809852.53,42476.41
1238,FIASP PENF,30,0,4854.0,182.0,168694.8,164178.27000000002,4516.53
1239,FIASP VIAL,22,0,14410.0,468.0,411670.23,362445.51,49224.72
1240,FIBER THER,196,0,17649.0,207.0,3163.1400000000003,3163.1400000000003,0.0
1241,FINACEA FO,100,0,32600.0,638.0,269134.94,258403.16,10731.779999999999
1242,FINASTERID,2837,0,2009184.0,36732.0,526208.62,525204.08,1004.54
1243,FINGOLIMOD,252,0,9000.0,222.0,305237.76,303040.14,2197.62
1244,FINTEPLA 2,72,0,213826.0,837.0,10735920.06,10410531.3,325388.76
1245,FINZALA CH,124,0,2128.0,34.0,594.08,594.08,0.0
1246,FIRAZYR 30,4,0,294.0,35.0,1092808.92,1092808.92,0.0
1247,FIRDAPSE,6,0,3195.0,29.0,692731.24,692731.24,0.0
1248,FIRMAGON 8,2,0,44.065,49.0,7693.94,7693.94,0.0
1249,FIRVANQ,50,0,41119.0,202.0,36456.9,36216.69,240.21
1250,FLAREX,15,0,5820.0,1080.0,152307.0,151307.06,999.94
1251,FLAVOXATE,3,0,3352.0,41.0,2681.22,2681.22,0.0
1252,FLEBOGAMMA,39,0,91100.0,182.0,479802.83999999997,433003.07999999996,46799.76
1253,FLECAINIDE,95,0,428221.93799999997,4192.0,122171.35,120606.22,1565.1299999999999
1254,FLECTOR TO,10,0,3464.0,93.0,36059.76,35310.0,749.76
1255,FLEET BISA,72,0,184698.0,242.0,14367.099999999999,14367.099999999999,0.0
1256,FLEET ENEM,334,0,1031486.0,1730.0,24433.5,24433.5,0.0
1257,FLEET GLYC,164,0,33984.5,82.0,5077.25,5077.25,0.0
1258,FLEET MINE,80,0,48025.0,138.0,1974.37,1974.37,0.0
1259,FLEQSUVY 3,4,0,155976.0,407.0,940967.22,922870.3200000001,18096.9
1260,FLEQSUVY 5,2,0,238032.0,1105.0,1450714.87,1432833.54,17881.33
1261,FLEXBUMIN,21,0,211437.0,583.0,195220.48,188589.83000000002,6630.65
1262,FLOVENT DI,12,0,309420.0,4585.0,1143705.9900000002,1119519.1400000001,24186.85
1263,FLOVENT HF,160,0,676511.8,47126.0,14905868.18,13760478.370000001,1145389.81
1264,FLUCONAZOL,1871,0,1015126.3570000001,176894.0,2372246.21,2364012.38,8233.83
1265,FLUDROCORT,133,0,378675.5,6411.0,231872.76,228006.08000000002,3866.6800000000003
1266,FLUNISOLID,75,0,44300.0,1613.0,99793.4,96296.27,3497.13
1267,FLUOCIN AC,56,0,783575.3840000001,6648.0,225070.35,215091.4,9978.95
1268,FLUOCINLON,120,0,11460.0,142.0,4911.09,4887.41,23.68
1269,FLUOCINOLO,1556,0,1313711.0559999999,14547.0,635321.78,628317.6,7004.18
1270,FLUOCINONI,3224,0,2687917.0,43439.0,1579607.43,1561151.84,18455.589999999997
1271,FLUORESCIT,65,0,11.0,11.0,674.7,674.7,0.0
1272,FLUORIDE C,438,0,549141.0,8503.0,127018.4,126977.56,40.84
1273,FLUOROMETH,30,0,30255.0,4426.0,449987.25,443306.11,6681.14
1274,FLUOROURAC,3025,0,492155.836,7769.0,873934.18,348604.71,525329.47
1275,FLUOXETENE,215,0,500098.0,11415.0,151846.19,151687.31,158.88
1276,FLUOXETINE,3642,0,15114954.75,274525.0,4066473.71,4019782.0999999996,46691.61
1277,FLUPHENAZI,265,0,203839.5,4763.0,443588.54000000004,437781.07,5807.469999999999
1278,FLURANDREN,6,0,73916.0,560.0,192021.35,192021.35,0.0
1279,FLURBIPROF,52,0,11305.0,270.0,12760.95,12668.03,92.92
1280,FLUTIC/SAL,328,0,2467.8,4204.0,611292.46,606991.8,4300.66
1281,FLUTICA/SA,164,0,242.55,461.0,62003.880000000005,60819.47,1184.4099999999999
1282,FLUTICAS/S,62,0,358620.0,5066.0,637194.96,631845.4299999999,5349.53
1283,FLUTICASON,5503,0,16311075.1,857942.0,41206830.650000006,41106904.46,99926.19
1284,FLUVASTATI,186,0,1390.0,30.0,4635.73,4635.73,0.0
1285,FLUVOXAMIN,134,0,819008.5,13819.0,906064.4099999999,884116.7,21947.71
1286,FML FORTE,30,0,1790.0,246.0,62106.03999999999,61672.63,433.41
1287,FML SUSPEN,30,0,1915.0,291.0,67672.55,67511.79,160.76
1288,FOCALIN TA,15,0,2680.0,45.0,3195.13,3051.27,143.86
1289,FOCALIN XR,60,0,13892.0,391.0,139512.98,135884.75,3628.2299999999996
1290,FOLIC ACID,635,0,12400596.419999998,249323.0,3213768.04,3201212.1799999997,12555.86
1291,FOLITE ORA,60,0,1212345.0,16978.0,60508259.120000005,60504987.69,3271.43
1292,FONDAPARIN,60,0,787.0,106.0,40485.86,39512.53,973.33
1293,FORFIVO XL,60,0,1110.0,31.0,16775.510000000002,15750.68,1024.83
1294,FORMOTEROL,891,0,64305.0,566.0,307931.03,287704.29000000004,20226.739999999998
1295,FORTEO,2,0,1840.8,633.0,3028597.49,2989517.33,39080.16
1296,FOSAMAX PL,6,0,1140.0,167.0,56242.2,56242.2,0.0
1297,FOSAPREP D,4,0,574.1690000000001,580.0,177111.15,121650.25,55460.899999999994
1298,FOSAPREPIT,801,0,2386.105,2427.0,1250648.32,285884.97,964763.3500000001
1299,FOSFOMYCIN,531,0,5167.0,828.0,116770.5,113742.5,3028.0
1300,FOSINOPRIL,84,0,46819.0,685.0,16268.73,16255.63,13.100000000000001
1301,FOSRENOL O,4,0,3600.0,23.0,43487.45,43487.45,0.0
1302,FRESHKOTE,20,0,7240.0,706.0,29405.75,29405.75,0.0
1303,FROVATRIPT,289,0,4347.0,384.0,42445.96,40968.85,1477.1100000000001
1304,FUL-GLO 1M,4,0,3047.0,1606.0,5583.49,4672.59,910.9
1305,FUL-GLO OP,12,0,113.0,109.0,806.14,806.14,0.0
1306,FULPHILA 6,24,0,568.5,915.0,3604344.28,3509918.4899999998,94425.79000000001
1307,FULVESTRAN,898,0,11081.0,958.0,416310.93,373603.28,42707.65
1308,FUNGOID TI,2,0,14885.06,490.0,13484.02,12703.54,780.48
1309,FUROSEM 10,192,0,233818.05,2739.0,50669.6,50387.659999999996,281.94
1310,FUROSEM 40,126,0,4698.0,40.0,727.9300000000001,623.1400000000001,104.78999999999999
1311,FUROSEMIDE,3181,0,9975938.0,175868.0,2317461.35,2133604.34,183857.01
1312,FYAVOLV  N,292,0,9352.0,180.0,12507.48,12421.970000000001,85.51
1313,FYAVOLV TA,9,0,686.0,11.0,759.33,759.33,0.0
1314,FYCOMPA,360,0,126560.0,3105.0,4000947.28,3634885.36,366061.92000000004
1315,FYCOMPA OS,76,0,232022.0,543.0,972568.53,879011.4099999999,93557.12
1316,GABAPENT T,2,0,462228.0,4083.0,78595.64,78366.94,228.7
1317,GABAPENTI,40,0,156.0,144.0,389.59999999999997,389.59999999999997,0.0
1318,GABAPENTIN,5192,0,72803454.777,700158.0,10960372.53,10820795.690000001,139576.84
1319,GABLOFEN 2,12,0,9300.0,305.0,425369.02,318278.65,107090.37
1320,GABLOFEN 5,2,0,9520.0,67.0,163556.92,84171.02,79385.90000000001
1321,GADAVIST,626,0,204999.6,9766.0,555232.57,258474.27,296758.3
1322,GALANTAMIN,293,0,5349.0,114.0,5762.66,5678.41,84.25
1323,GALZIN CAP,208,0,7747.0,127.0,23010.04,22233.53,776.51
1324,GAMIFANT 1,1,0,28.0,14.0,53613.84,53613.84,0.0
1325,GAMMAGARD,185,0,96775.0,2225.0,13383438.27,12311450.09,1071988.1800000002
1326,GAMMAKED 1,60,0,87400.0,100.0,1618628.0,1618628.0,0.0
1327,GAMMAPLEX,43,0,182350.0,257.0,3779269.5300000003,3742833.14,36436.39
1328,GAMUNEX-C,674,0,440497.0,1135.0,5725636.449999999,5502261.4399999995,223375.01
1329,GANCICLOVI,20,0,227.626,29.0,14336.420000000002,14336.420000000002,0.0
1330,GAS RELIEF,490,0,230582.0,5136.0,45535.73,45525.96000000001,9.77
1331,GATIFLOXAC,104,0,555.0,177.0,7178.85,7050.860000000001,127.99000000000001
1332,GATTEX - 3,2,0,3660.0,111.0,5359554.630000001,5359554.630000001,0.0
1333,GAVILYTE -,171,0,188830326.0,46947.0,1222215.9100000001,1219467.44,2748.47
1334,GAZYVA 100,3,0,2761.6,83.0,523155.68,484483.73,38671.95
1335,"GEL, METRO",74,0,53465.0,1146.0,37570.04,37387.77,182.26999999999998
1336,GELNIQUE G,11,0,690.0,17.0,9299.54,9299.54,0.0
1337,GEMCITABIN,836,0,41546.479999999996,1666.0,518181.51999999996,99087.95000000001,419093.57
1338,GEMFIBROZI,606,0,2810340.0,30781.0,552165.53,550909.99,1255.54
1339,GEMMILY NO,170,0,17077.41,264.0,24399.61,24399.61,0.0
1340,GEMTESA,300,0,160782.0,3897.0,2469734.83,2451078.0300000003,18656.8
1341,GENERLAC S,160,0,44557.0,65.0,1437.93,1437.93,0.0
1342,GENETROPIN,26,0,6219.0,226.0,845901.96,809378.72,36523.24
1343,GENGRAF CA,96,0,38918.0,138.0,31095.04,26854.340000000004,4240.7
1344,"GENGRAF, C",64,0,11798.0,102.0,35998.75,31833.05,4165.700000000001
1345,GENOTROPIN,328,0,4124.0,645.0,3905343.15,3786967.21,118375.94
1346,GENTAMICIN,1099,0,220834.223,27507.0,809052.54,500122.81,308929.73
1347,GENTEAL TE,114,0,41341.2,1696.0,32394.72,32394.72,0.0
1348,GENVOYA,2,0,240163.0,5860.0,29349429.47,28159128.380000003,1190301.0899999999
1349,GEODON 80M,60,0,750.0,15.0,21301.5,19739.68,1561.82
1350,GEODON IM,372,0,308.5,322.0,9042.64,5801.64,3241.0
1351,GILENYA HG,30,0,5489.0,144.0,1763737.52,1755107.7,8629.82
1352,GILOTRIF 4,30,0,600.0,17.0,219957.79,219957.79,0.0
1353,GIVLAARI,2,0,24.962,23.0,658495.6100000001,658495.6100000001,0.0
1354,GLASSIA,2,0,476858.0,59.0,294869.6,294869.6,0.0
1355,GLATIRAMER,388,0,14940.0,1014.0,1691808.31,1683496.39,8311.92
1356,GLATOPA 20,68,0,3476.0,114.0,149526.59,148823.59,703.0
1357,GLEEVEC FC,94,0,2940.0,66.0,635268.03,635268.03,0.0
1358,GLIMEPIRAD,410,0,517224.0,6081.0,83216.32,83165.23999999999,51.08
1359,GLIMEPIRID,495,0,4211004.889,53850.0,703410.52,702517.4199999999,893.0999999999999
1360,GLIP MET,6,0,297828.0,1401.0,97851.15,94058.15,3793.0
1361,GLIPIZIDE,826,0,19857028.0,176173.0,3062933.88,3052598.53,10335.349999999999
1362,GLUCAGEN,45,0,245.0,195.0,68044.16,67221.01,823.15
1363,GLUCAGEN 1,90,0,114.0,99.0,34990.83,12114.91,22875.920000000002
1364,GLUCAGEN D,30,0,99.0,89.0,16509.670000000002,13522.24,2987.43
1365,GLUCAGON,3,0,6042.0,4010.0,1438824.5499999998,1391241.26,47583.29
1366,GLUCAGON E,164,0,248.0,222.0,71671.9,71169.62,502.28
1367,GLUCAGON F,3,0,15.0,11.0,1847.34,1847.34,0.0
1368,GLYBURIDE,302,0,1340488.2,12962.0,248532.97000000003,248041.91999999998,491.05
1369,GLYBURIDE/,50,0,451258.0,3398.0,62235.89000000001,62161.89,74.0
1370,GLYCERIN S,334,0,14202.0,623.0,7270.639999999999,7270.639999999999,0.0
1371,GLYCOPYRRO,976,0,1507552.284,12838.0,915423.02,624620.26,290802.76
1372,GLYDO  LID,612,0,12203.0,802.0,24260.91,14378.79,9882.119999999999
1373,GLYRX-PF,8,0,109.0,66.0,157.56,157.56,0.0
1374,GLYXAMBI 1,318,0,15865.0,311.0,303113.39,294306.35,8807.04
1375,GLYXAMBI 2,318,0,31242.0,656.0,597494.6,577466.22,20028.379999999997
1376,GNP  NAPRO,142,0,1796.0,36.0,523.36,523.36,0.0
1377,GNP ACETAM,312,0,212719.0,1636.0,25079.399999999998,25079.399999999998,0.0
1378,GNP ACETOM,94,0,22731.0,285.0,4325.52,4325.52,0.0
1379,GNP ALLERG,466,0,137899.0,1368.0,18321.78,18318.3,3.48
1380,GNP ANTACI,270,0,379325.0,1082.0,15331.79,15331.79,0.0
1381,GNP ANTI G,72,0,720.0,17.0,266.34,266.34,0.0
1382,GNP ANTI-D,124,0,1668.0,52.0,869.0,869.0,0.0
1383,GNP ARTIFI,10,0,74850.0,4801.0,68052.66,68045.16,7.5
1384,GNP ASPIRI,604,0,1061330.0,13046.0,98475.75,98475.75,0.0
1385,GNP BISACO,282,0,11501.0,457.0,3320.3100000000004,3320.3100000000004,0.0
1386,GNP CETIRI,52,0,322440.0,2269.0,26900.0,26900.0,0.0
1387,GNP CHERRY,80,0,232209.0,480.0,8140.7,8140.7,0.0
1388,GNP CHILDR,52,0,14524.0,105.0,1555.42,1455.74,99.68
1389,GNP COLD M,62,0,418.0,16.0,269.21,269.21,0.0
1390,GNP DICLOF,108,0,545500.0,4017.0,98294.4,98284.34,10.06
1391,GNP DIPHED,62,0,364.0,15.0,181.14,181.14,0.0
1392,GNP DIPHEN,52,0,111.816,117.0,1562.68,1526.94,35.74
1393,GNP DOCOSA,14,0,60.0,28.0,676.8199999999999,676.8199999999999,0.0
1394,GNP DOCUSA,794,0,39145.0,665.0,9016.75,9016.75,0.0
1395,GNP EARWAX,10,0,1260.0,84.0,712.99,712.99,0.0
1396,GNP EPSOM,86,0,9455.5,61.0,861.01,861.01,0.0
1397,GNP FAMOTI,150,0,2340.0,42.0,729.6500000000001,729.6500000000001,0.0
1398,GNP FIBER,6,0,6657.0,52.0,975.99,975.99,0.0
1399,GNP FLUTIC,58,0,4186.0,230.0,6224.05,6224.05,0.0
1400,GNP GAS RE,144,0,5766.0,73.0,1133.8500000000001,1133.8500000000001,0.0
1401,GNP GENTIA,46,0,12.0,11.0,0.0,0.0,0.0
1402,GNP GENTLE,102,0,933.0,55.0,877.73,877.73,0.0
1403,GNP HEADAC,156,0,2304.0,34.0,299.94,299.94,0.0
1404,GNP IBUPRO,653,0,53182.0,614.0,9707.06,9707.06,0.0
1405,GNP INFANT,6,0,3602.0,96.0,1443.98,1443.98,0.0
1406,GNP LICE C,92,0,31747.0,418.0,8145.8099999999995,8145.8099999999995,0.0
1407,GNP LIDOCA,20,0,3825.0,50.0,786.09,786.09,0.0
1408,GNP LOPERA,52,0,17002.0,112.0,1696.5700000000002,1696.5700000000002,0.0
1409,GNP LORATA,471,0,254724.5,3052.0,45821.68,45821.68,0.0
1410,GNP MAGNES,80,0,41323.0,101.0,1644.33,1644.33,0.0
1411,GNP MECLIZ,102,0,2338.0,56.0,728.76,728.76,0.0
1412,GNP MICONA,81,0,9798.0,120.0,1834.6200000000001,1834.6200000000001,0.0
1413,GNP MILK O,80,0,33916.0,70.0,1155.49,1155.49,0.0
1414,GNP MINT R,80,0,201472.66700000002,492.0,7127.4400000000005,7078.4400000000005,49.0
1415,GNP NAPROX,149,0,1723.0,28.0,409.28,409.28,0.0
1416,GNP NASAL,20,0,1893.0,66.0,703.2,703.2,0.0
1417,GNP NICOTI,726,0,96661.0,812.0,39582.5,39567.91,14.59
1418,GNP OLOPAT,128,0,9790.0,1776.0,31830.0,31830.0,0.0
1419,GNP PAIN R,641,0,107489.0,1284.0,20711.760000000002,20702.46,9.3
1420,GNP PINK B,182,0,74686.0,856.0,13442.35,13385.009999999998,57.339999999999996
1421,GNP PSEUDO,124,0,8835.0,342.0,2963.88,2963.88,0.0
1422,GNP REG ST,80,0,566562.875,1866.0,28304.7,27820.34,484.36
1423,GNP SENNA,300,0,24150.0,372.0,4093.9399999999996,4093.9399999999996,0.0
1424,GNP SIMETH,65,0,1910.0,21.0,401.06,401.06,0.0
1425,GNP STOMAC,86,0,10793.0,42.0,644.75,644.75,0.0
1426,GNP STOOL,782,0,126735.0,1917.0,21953.66,21953.66,0.0
1427,GNP TERBIN,16,0,15348.400000000001,455.0,9799.33,9799.33,0.0
1428,GNP TRIPLE,16,0,11561.55,356.0,5163.48,5163.48,0.0
1429,GNP TUSSIN,308,0,243313.0,1228.0,16764.940000000002,16764.940000000002,0.0
1430,GNP URINAR,106,0,1510.0,83.0,1139.07,1139.07,0.0
1431,GOCOVRI,120,0,7230.0,101.0,378653.85,374472.74,4181.11
1432,GOLYTELY,7,0,15098442.0,3763.0,120964.84000000001,112361.83,8603.01
1433,GOOD NEIGH,832,0,339622.4,963.0,39643.06,39532.08,110.98
1434,GOOD SENSE,266,0,659469.5,4687.0,34712.74,34712.74,0.0
1435,GRALISE TA,630,0,114924.0,2080.0,1158206.88,1152487.1400000001,5719.74
1436,GRANISETRO,183,0,14164.5,3378.0,378885.32999999996,97968.72,280916.61
1437,GRANIX INJ,152,0,995.522,1118.0,2683860.73,2654036.2199999997,29824.510000000002
1438,GRISEOFULV,196,0,760411.42,2706.0,649668.45,636517.3300000001,13151.119999999999
1439,GUAFENESIN,194,0,433176.0,2276.0,28336.42,28336.41,0.01
1440,GUAIFENESI,934,0,5386295.800000001,34107.0,483525.81,479792.99,3732.8199999999997
1441,GUANFACINE,184,0,4284214.267999999,86154.0,2349798.16,2306171.63,43626.53
1442,GUIATUSSIN,36,0,65463.0,414.0,6850.320000000001,6842.68,7.64
1443,GVOKE HYPO,70,0,928.9,2695.0,1558578.1099999999,1517053.2200000002,41524.89
1444,GVOKE KIT,22,0,8.4,33.0,13123.14,12585.029999999999,538.11
1445,GVOKE PFS,57,0,65.8,172.0,103716.8,102161.88,1554.92
1446,GYCOPYRROL,2,0,133067.0,1642.0,47766.59,47111.14,655.45
1447,GYNAZOLE 1,2,0,656.096,71.0,13776.4,13519.27,257.13
1448,H.P. ACTHA,2,0,1705.0,194.0,14439239.200000001,14359651.67,79587.53
1449,HAEGARDA 2,4,0,200.0,23.0,417190.69,417190.69,0.0
1450,HAEGARDA 3,4,0,578.0,54.0,1804290.82,1804290.82,0.0
1451,HAILEY 1.5,162,0,128033.20999999999,2229.0,81516.0,81309.51,206.49
1452,HAILEY 24,58,0,208489.484,2902.0,105883.79000000001,105703.75,180.04
1453,HAILEY FE,116,0,176599.052,1638.0,44416.96,44399.979999999996,16.98
1454,HALAVEN,4,0,875.0000000000001,226.0,569424.45,446027.80000000005,123396.65000000001
1455,HALOBETASO,821,0,54350.0,1035.0,197317.94,194756.02,2561.92
1456,HALOETTE 0,3,0,1228.608,450.0,104602.7,104602.7,0.0
1457,HALOPERIDO,860,0,2120576.257,55737.0,2054861.8,1890997.28,163864.52
1458,HARVONI  L,2,0,1066.0,39.0,1199030.41,1168243.41,30787.0
1459,HEALTH MAR,147,0,1343031.5159999998,12926.0,171440.18,171440.18,0.0
1460,HEALTHMART,3,0,8107.0,68.0,3484.6899999999996,3484.6899999999996,0.0
1461,HEALTHYLAX,1064,0,76629.0,2808.0,131388.96,128539.28,2849.6800000000003
1462,HEARTBURN,501,0,174529.0,3170.0,50405.33,50273.17,132.16
1463,HEATHER  N,168,0,5012.0,78.0,1266.92,1266.92,0.0
1464,HECTOROL I,8,0,12394.5,6773.0,235855.6,20572.91,215282.69
1465,HEMANGEOL,2,0,452.33299999999997,385.0,289680.86,280642.8,9038.060000000001
1466,HEMLIBRA -,8,0,5054.5,1865.0,65141256.53,62869565.370000005,2271691.16
1467,HEMORRHOID,48,0,17650.0,739.0,11512.019999999999,11512.019999999999,0.0
1468,"HEPARIN 1,",16,0,163.0,55.0,8035.09,573.82,7461.27
1469,HEPARIN 10,653,0,8957.23,1480.0,92585.32999999999,18350.0,74235.33
1470,HEPARIN 20,198,0,14.9,115.0,0.0,0.0,0.0
1471,HEPARIN 30,314,0,27520.4,8160.0,22514.92,20739.92,1775.0
1472,"HEPARIN 5,",393,0,5670.4,720.0,95420.36,9074.79,86345.57
1473,HEPARIN 50,263,0,7460.4,825.0,10244.5,8098.119999999999,2146.3799999999997
1474,HEPARIN IN,20,0,16740.0,36.0,748.0999999999999,748.0999999999999,0.0
1475,HEPARIN SO,1964,0,2675274.8109999998,136996.0,3205932.48,691473.3200000001,2514459.1599999997
1476,HER STYLE,1,0,249.303,248.0,4717.72,4717.72,0.0
1477,HERCEPTIN,6,0,1500.136,652.0,1996957.8900000001,1870464.5200000003,126493.37
1478,HETLIOZ,2,0,2160.0,68.0,1714929.96,1692013.34,22916.62
1479,HI-TECH AC,32,0,90032.72,493.0,20607.94,20163.18,444.76
1480,HISTEX PDX,60,0,20910.0,137.0,71191.96,71191.96,0.0
1481,HIZENTRA 1,43,0,4391.0,492.0,3167262.05,3151035.52,16226.53
1482,HIZENTRA 2,48,0,1633.0,237.0,658820.8400000001,644323.3099999999,14497.529999999999
1483,HIZENTRA 4,56,0,2576.0,407.0,2211680.72,2106756.52,104924.2
1484,HM ALL DAY,1,0,28847.0,806.0,11203.37,11203.37,0.0
1485,HM ALLERGY,3,0,1890.0,50.0,881.12,881.12,0.0
1486,HM ANTACID,1,0,1380.0,12.0,159.89,159.89,0.0
1487,HM CETIRIZ,1,0,90892.0,737.0,11654.81,11654.81,0.0
1488,HM CHILD P,4,0,45048.0,330.0,4473.63,4473.63,0.0
1489,HM CLEARLA,6,0,787822.567,1691.0,34830.350000000006,34801.880000000005,28.47
